species,s1,s2,clonal_diff_1D,clonal_len_1D,clonal_diff_4D,clonal_len_4D,moved_1d,moved_4d
Alistipes_putredinis_61533,700098932,ERR912071,148,796166,19,210179,84,0
Alistipes_putredinis_61533,700098932,ERR912086,130,796634,22,210444,77,1
Alistipes_putredinis_61533,700098932,ERR912159,158,770089,22,203062,66,1
Alistipes_putredinis_61533,700098932,mickey3-11-30-0_,128,782859,20,206818,64,0
Alistipes_putredinis_61533,700099746,700105882,90,854780,20,225993,41,2
Alistipes_putredinis_61533,700099746,ERR912109,79,851684,25,225192,16,0
Alistipes_putredinis_61533,700099746,ERR912140,115,871123,34,230391,27,0
Alistipes_putredinis_61533,700102299,700113867,144,759537,23,200249,53,0
Alistipes_putredinis_61533,700102299,ERR912030,150,800129,19,210945,59,0
Alistipes_putredinis_61533,700102299,ERR912162,161,737070,26,194293,75,3
Alistipes_putredinis_61533,700103558,700105991,123,779867,20,206401,30,0
Alistipes_putredinis_61533,700103558,700106412,2,905480,0,239388,0,0
Alistipes_putredinis_61533,700103558,700107398,87,836163,17,220920,18,0
Alistipes_putredinis_61533,700103558,700109449,157,779992,20,206261,45,0
Alistipes_putredinis_61533,700103558,700111439,75,873329,11,230820,18,0
Alistipes_putredinis_61533,700103558,700116028,110,820328,21,216837,29,0
Alistipes_putredinis_61533,700103558,700116865,109,829626,28,219275,21,1
Alistipes_putredinis_61533,700103558,700173320,133,822056,26,217012,40,1
Alistipes_putredinis_61533,700103558,ERR911998,99,813243,16,214929,30,0
Alistipes_putredinis_61533,700103558,ERR912052,128,795775,16,210039,40,0
Alistipes_putredinis_61533,700103558,ERR912114,125,771811,22,203909,39,0
Alistipes_putredinis_61533,700103558,ERR912187,169,817478,35,215820,20,0
Alistipes_putredinis_61533,700103558,ERR912194,117,766902,21,202585,34,0
Alistipes_putredinis_61533,700105882,ERR912109,67,878160,25,232313,28,2
Alistipes_putredinis_61533,700105882,ERR912140,102,893811,25,236450,29,2
Alistipes_putredinis_61533,700105940,ERR912046,150,820122,43,217232,22,0
Alistipes_putredinis_61533,700105991,700106412,118,775410,17,205240,31,0
Alistipes_putredinis_61533,700105991,700107398,113,772941,11,204407,38,0
Alistipes_putredinis_61533,700105991,700111439,133,757823,15,200548,38,0
Alistipes_putredinis_61533,700105991,700116028,111,752104,16,198973,46,0
Alistipes_putredinis_61533,700105991,700116865,127,764444,18,202501,48,0
Alistipes_putredinis_61533,700105991,700173320,154,766938,25,202731,53,0
Alistipes_putredinis_61533,700105991,ERR911998,140,758486,9,200814,55,0
Alistipes_putredinis_61533,700105991,ERR912052,148,753950,26,199114,48,1
Alistipes_putredinis_61533,700105991,ERR912187,177,748268,26,197832,58,0
Alistipes_putredinis_61533,700106170,ERR912083,220,767511,54,202594,80,1
Alistipes_putredinis_61533,700106229,700113762,70,881898,18,233152,2,0
Alistipes_putredinis_61533,700106229,700117172,56,897456,18,237292,4,0
Alistipes_putredinis_61533,700106412,700107398,89,835044,17,220628,17,0
Alistipes_putredinis_61533,700106412,700109449,166,779538,24,206141,55,0
Alistipes_putredinis_61533,700106412,700111439,71,871866,10,230431,25,1
Alistipes_putredinis_61533,700106412,700116028,112,811140,18,214526,39,0
Alistipes_putredinis_61533,700106412,700116865,101,827596,27,218744,11,0
Alistipes_putredinis_61533,700106412,700173320,135,819370,22,216414,43,1
Alistipes_putredinis_61533,700106412,ERR911998,95,810607,18,214262,25,0
Alistipes_putredinis_61533,700106412,ERR912052,131,792650,19,209277,39,0
Alistipes_putredinis_61533,700106412,ERR912114,121,767666,19,202764,39,0
Alistipes_putredinis_61533,700106412,ERR912187,177,814460,29,215010,30,0
Alistipes_putredinis_61533,700106412,ERR912194,111,759981,19,200842,33,0
Alistipes_putredinis_61533,700106754,700161533,170,776892,48,205334,58,0
Alistipes_putredinis_61533,700106754,700165224,60,889586,23,235267,8,0
Alistipes_putredinis_61533,700107398,700109449,141,801486,23,212122,44,0
Alistipes_putredinis_61533,700107398,700111439,110,822955,15,217419,30,0
Alistipes_putredinis_61533,700107398,700116028,95,834080,28,220652,32,1
Alistipes_putredinis_61533,700107398,700116865,71,837199,24,221518,11,0
Alistipes_putredinis_61533,700107398,700173320,118,825706,27,218226,29,0
Alistipes_putredinis_61533,700107398,ERR911998,89,835293,14,221004,28,0
Alistipes_putredinis_61533,700107398,ERR912012,149,758303,27,200717,57,0
Alistipes_putredinis_61533,700107398,ERR912052,105,817035,21,215865,21,0
Alistipes_putredinis_61533,700107398,ERR912114,99,773579,15,204605,28,0
Alistipes_putredinis_61533,700107398,ERR912187,144,836351,39,221026,16,0
Alistipes_putredinis_61533,700107398,ERR912194,98,775237,22,205010,24,0
Alistipes_putredinis_61533,700109449,700111439,173,765957,16,202510,89,0
Alistipes_putredinis_61533,700109449,700116028,148,772909,31,204470,48,0
Alistipes_putredinis_61533,700109449,700116865,164,783608,44,207521,42,0
Alistipes_putredinis_61533,700109449,700173320,188,768185,36,203216,63,0
Alistipes_putredinis_61533,700109449,ERR911998,162,777943,22,205949,52,0
Alistipes_putredinis_61533,700109449,ERR912052,180,761231,22,201397,70,0
Alistipes_putredinis_61533,700109449,ERR912187,218,779448,46,206195,48,0
Alistipes_putredinis_61533,700109921,700116917,184,733823,37,194162,60,0
Alistipes_putredinis_61533,700110354,ERR911959,161,792552,48,209298,32,0
Alistipes_putredinis_61533,700110812,700116668,57,811207,11,211924,30,0
Alistipes_putredinis_61533,700110812,700117766,61,822373,30,214832,11,0
Alistipes_putredinis_61533,700110812,700122408,147,716847,24,187443,47,1
Alistipes_putredinis_61533,700110812,700124429,92,774675,11,202588,32,0
Alistipes_putredinis_61533,700110812,700124561,121,746375,22,195079,42,1
Alistipes_putredinis_61533,700110812,700161342,62,832438,9,217572,26,0
Alistipes_putredinis_61533,700110812,ERR911954,47,824233,11,215258,16,0
Alistipes_putredinis_61533,700110812,ERR911956,107,741005,34,194068,36,1
Alistipes_putredinis_61533,700110812,ERR911966,144,754959,50,197592,43,1
Alistipes_putredinis_61533,700110812,ERR911970,124,760108,34,198477,34,1
Alistipes_putredinis_61533,700110812,ERR911988,154,715807,33,187176,45,1
Alistipes_putredinis_61533,700110812,ERR911995,122,743688,59,194288,42,1
Alistipes_putredinis_61533,700110812,ERR911999,125,798062,28,208651,43,1
Alistipes_putredinis_61533,700110812,ERR912000,96,815811,37,213247,30,1
Alistipes_putredinis_61533,700110812,ERR912007,104,760263,29,198678,22,1
Alistipes_putredinis_61533,700110812,ERR912009,106,724104,37,189425,26,1
Alistipes_putredinis_61533,700110812,ERR912013,160,772720,46,201988,60,1
Alistipes_putredinis_61533,700110812,ERR912033,98,771799,37,201734,16,1
Alistipes_putredinis_61533,700110812,ERR912048,108,803128,40,209856,28,1
Alistipes_putredinis_61533,700110812,ERR912064,132,703953,25,184101,40,1
Alistipes_putredinis_61533,700110812,ERR912071,173,710526,27,185804,62,2
Alistipes_putredinis_61533,700110812,ERR912072,132,782626,39,204567,30,1
Alistipes_putredinis_61533,700110812,ERR912086,152,716114,24,187336,52,1
Alistipes_putredinis_61533,700110812,ERR912096,108,816971,20,213484,25,0
Alistipes_putredinis_61533,700110812,ERR912100,122,805308,46,210407,26,1
Alistipes_putredinis_61533,700110812,ERR912103,116,785487,40,205536,41,1
Alistipes_putredinis_61533,700110812,ERR912111,99,768687,25,201062,31,0
Alistipes_putredinis_61533,700110812,ERR912124,39,841908,13,220045,14,0
Alistipes_putredinis_61533,700110812,SRR413603,46,842106,22,220101,14,0
Alistipes_putredinis_61533,700110812,SRR413629,43,844431,17,220749,16,0
Alistipes_putredinis_61533,700110812,SRR413653,42,832849,21,217617,13,0
Alistipes_putredinis_61533,700110812,mickey3-11-30-0_,151,713136,31,186491,36,1
Alistipes_putredinis_61533,700111223,ERR911995,103,741398,21,195528,37,0
Alistipes_putredinis_61533,700111223,ERR911999,175,794313,40,209762,59,1
Alistipes_putredinis_61533,700111223,ERR912000,130,813071,33,214638,37,0
Alistipes_putredinis_61533,700111223,ERR912033,149,810129,23,214070,56,0
Alistipes_putredinis_61533,700111223,ERR912048,123,812594,30,214421,34,1
Alistipes_putredinis_61533,700111223,ERR912072,121,787283,24,207911,47,0
Alistipes_putredinis_61533,700111223,ERR912100,158,811774,34,214337,55,1
Alistipes_putredinis_61533,700111223,ERR912103,130,811146,34,214280,48,1
Alistipes_putredinis_61533,700111223,ERR912111,127,776108,24,205052,48,0
Alistipes_putredinis_61533,700111223,SRR413603,128,774396,33,203950,46,1
Alistipes_putredinis_61533,700111223,SRR413629,107,786789,30,207686,30,1
Alistipes_putredinis_61533,700111439,700116028,135,799405,24,211325,51,0
Alistipes_putredinis_61533,700111439,700116865,119,810527,18,214090,23,0
Alistipes_putredinis_61533,700111439,700173320,136,799751,16,211127,43,0
Alistipes_putredinis_61533,700111439,ERR911998,126,801016,15,211681,40,0
Alistipes_putredinis_61533,700111439,ERR912052,153,779474,21,205752,51,0
Alistipes_putredinis_61533,700111439,ERR912114,140,740287,18,195545,33,0
Alistipes_putredinis_61533,700111439,ERR912187,197,806952,40,212992,43,0
Alistipes_putredinis_61533,700111439,ERR912194,125,735754,15,194363,34,0
Alistipes_putredinis_61533,700113762,700117172,39,891885,9,235796,6,0
Alistipes_putredinis_61533,700113867,ERR912030,92,851449,16,225182,21,0
Alistipes_putredinis_61533,700113867,ERR912061,109,802174,43,212362,39,0
Alistipes_putredinis_61533,700113867,ERR912162,84,847978,26,224459,24,3
Alistipes_putredinis_61533,700113867,SRR413559,126,760911,34,201291,47,0
Alistipes_putredinis_61533,700113867,SRR413579,164,728378,35,189787,35,0
Alistipes_putredinis_61533,700113867,SRR413625,131,819860,30,216968,49,0
Alistipes_putredinis_61533,700113867,SRR413626,113,790421,46,208751,31,0
Alistipes_putredinis_61533,700113975,700116401,122,787377,33,208383,31,0
Alistipes_putredinis_61533,700113975,700117069,134,779389,31,206220,33,0
Alistipes_putredinis_61533,700113975,700161967,79,787576,18,207845,21,0
Alistipes_putredinis_61533,700113975,700163628,109,845983,18,223154,38,0
Alistipes_putredinis_61533,700113975,ERR912002,105,816694,29,215793,24,0
Alistipes_putredinis_61533,700113975,ERR912166,150,793851,19,209348,57,0
Alistipes_putredinis_61533,700116028,700116865,105,822918,28,217845,24,1
Alistipes_putredinis_61533,700116028,700173320,125,796756,22,210510,58,1
Alistipes_putredinis_61533,700116028,ERR911998,108,806064,22,213421,41,1
Alistipes_putredinis_61533,700116028,ERR912052,124,797489,27,210939,46,1
Alistipes_putredinis_61533,700116028,ERR912114,118,745399,22,197203,48,0
Alistipes_putredinis_61533,700116028,ERR912187,155,808071,45,213678,31,1
Alistipes_putredinis_61533,700116076,ERR912012,180,776983,31,205257,66,0
Alistipes_putredinis_61533,700116076,ERR912110,206,767601,44,203025,110,0
Alistipes_putredinis_61533,700116076,ERR912172,173,765221,62,202068,68,0
Alistipes_putredinis_61533,700116401,700161872,131,789027,37,208793,12,0
Alistipes_putredinis_61533,700116401,700163628,149,759887,34,200769,54,0
Alistipes_putredinis_61533,700116505,ERR912012,174,744693,27,197426,69,0
Alistipes_putredinis_61533,700116668,700117766,80,884328,18,233956,34,0
Alistipes_putredinis_61533,700116668,700122408,174,772492,41,204496,69,1
Alistipes_putredinis_61533,700116668,700124429,92,841405,9,222548,45,0
Alistipes_putredinis_61533,700116668,700124561,134,806735,29,213278,48,1
Alistipes_putredinis_61533,700116668,700161342,81,894919,10,236518,31,0
Alistipes_putredinis_61533,700116668,ERR911954,84,883806,17,233615,45,1
Alistipes_putredinis_61533,700116668,ERR911956,111,789591,23,208957,35,2
Alistipes_putredinis_61533,700116668,ERR911960,177,774634,38,204985,69,1
Alistipes_putredinis_61533,700116668,ERR911966,148,791460,32,209133,58,1
Alistipes_putredinis_61533,700116668,ERR911970,146,806435,31,213095,64,1
Alistipes_putredinis_61533,700116668,ERR911988,179,777858,47,205690,67,1
Alistipes_putredinis_61533,700116668,ERR911995,133,786201,40,207837,50,1
Alistipes_putredinis_61533,700116668,ERR911999,120,840982,21,222137,39,1
Alistipes_putredinis_61533,700116668,ERR912000,106,866944,16,229068,47,1
Alistipes_putredinis_61533,700116668,ERR912007,118,807518,24,213383,29,1
Alistipes_putredinis_61533,700116668,ERR912009,98,764033,26,202119,17,1
Alistipes_putredinis_61533,700116668,ERR912013,180,818106,39,216351,44,1
Alistipes_putredinis_61533,700116668,ERR912033,155,849742,35,224558,61,1
Alistipes_putredinis_61533,700116668,ERR912048,122,856090,24,226094,43,1
Alistipes_putredinis_61533,700116668,ERR912071,191,771572,43,204118,72,2
Alistipes_putredinis_61533,700116668,ERR912072,140,834025,32,220329,45,1
Alistipes_putredinis_61533,700116668,ERR912086,185,781672,42,206804,74,1
Alistipes_putredinis_61533,700116668,ERR912096,103,866687,14,228902,32,0
Alistipes_putredinis_61533,700116668,ERR912100,139,852364,26,225171,41,1
Alistipes_putredinis_61533,700116668,ERR912103,146,851902,27,225220,75,1
Alistipes_putredinis_61533,700116668,ERR912111,107,805640,15,212737,47,0
Alistipes_putredinis_61533,700116668,ERR912124,56,906119,11,239539,19,0
Alistipes_putredinis_61533,700116668,SRR413603,50,889909,12,234924,19,0
Alistipes_putredinis_61533,700116668,SRR413629,55,908752,15,240256,17,0
Alistipes_putredinis_61533,700116668,SRR413653,51,891633,16,235607,16,0
Alistipes_putredinis_61533,700116668,mickey3-11-30-0_,159,762554,32,201715,48,1
Alistipes_putredinis_61533,700116865,700173320,101,855690,25,226006,34,0
Alistipes_putredinis_61533,700116865,ERR911998,101,812344,23,215167,23,0
Alistipes_putredinis_61533,700116865,ERR912052,139,806308,41,213269,43,0
Alistipes_putredinis_61533,700116865,ERR912114,117,767110,38,202927,26,0
Alistipes_putredinis_61533,700116865,ERR912187,152,808335,35,213689,27,0
Alistipes_putredinis_61533,700116865,ERR912194,99,751847,29,198818,17,0
Alistipes_putredinis_61533,700117069,700161872,140,787532,35,208351,31,0
Alistipes_putredinis_61533,700117303,ERR911995,180,717940,35,189718,60,0
Alistipes_putredinis_61533,700117303,ERR911999,165,768176,36,203195,71,0
Alistipes_putredinis_61533,700117303,ERR912000,154,753269,19,198953,57,0
Alistipes_putredinis_61533,700117303,ERR912033,156,753244,33,199181,70,0
Alistipes_putredinis_61533,700117303,ERR912048,158,763242,32,201535,68,0
Alistipes_putredinis_61533,700117303,ERR912072,206,757101,37,200077,81,0
Alistipes_putredinis_61533,700117303,ERR912100,171,771793,31,204087,77,0
Alistipes_putredinis_61533,700117303,ERR912103,145,744091,32,196696,41,0
Alistipes_putredinis_61533,700117303,ERR912111,148,727867,14,192780,80,0
Alistipes_putredinis_61533,700117303,SRR413603,148,714329,24,188462,67,0
Alistipes_putredinis_61533,700117303,SRR413629,141,735275,26,194182,66,1
Alistipes_putredinis_61533,700117766,700122408,171,765024,37,202654,48,1
Alistipes_putredinis_61533,700117766,700124429,90,833927,18,220721,36,0
Alistipes_putredinis_61533,700117766,700124561,144,794709,23,210356,50,2
Alistipes_putredinis_61533,700117766,700161342,67,884877,12,234032,18,0
Alistipes_putredinis_61533,700117766,ERR911954,74,873450,18,230962,36,1
Alistipes_putredinis_61533,700117766,ERR911956,130,774049,20,205078,41,3
Alistipes_putredinis_61533,700117766,ERR911966,139,787549,37,208572,45,1
Alistipes_putredinis_61533,700117766,ERR911970,141,790251,26,209035,66,1
Alistipes_putredinis_61533,700117766,ERR911995,131,776123,38,205320,46,1
Alistipes_putredinis_61533,700117766,ERR911999,129,843152,24,222976,43,1
Alistipes_putredinis_61533,700117766,ERR912000,118,861147,24,227723,48,1
Alistipes_putredinis_61533,700117766,ERR912007,121,810013,20,214030,35,1
Alistipes_putredinis_61533,700117766,ERR912009,111,769974,30,203951,24,2
Alistipes_putredinis_61533,700117766,ERR912013,195,806014,38,213210,44,1
Alistipes_putredinis_61533,700117766,ERR912033,164,837109,39,221261,61,1
Alistipes_putredinis_61533,700117766,ERR912048,125,849793,25,224645,35,1
Alistipes_putredinis_61533,700117766,ERR912072,139,820425,33,217040,37,1
Alistipes_putredinis_61533,700117766,ERR912096,102,867040,20,229185,28,0
Alistipes_putredinis_61533,700117766,ERR912100,141,853250,42,225658,35,1
Alistipes_putredinis_61533,700117766,ERR912103,146,847826,39,224334,58,1
Alistipes_putredinis_61533,700117766,ERR912111,115,815645,24,215928,33,0
Alistipes_putredinis_61533,700117766,ERR912124,45,896769,16,237253,12,0
Alistipes_putredinis_61533,700117766,SRR413603,57,892972,24,235867,14,0
Alistipes_putredinis_61533,700117766,SRR413629,52,901016,21,238342,14,0
Alistipes_putredinis_61533,700117766,SRR413653,54,889312,21,235183,17,0
Alistipes_putredinis_61533,700121919,ERR911957,135,811441,38,214334,39,1
Alistipes_putredinis_61533,700121919,ERR911968,279,847910,129,223862,63,2
Alistipes_putredinis_61533,700121919,ERR911976,163,792281,39,209491,58,1
Alistipes_putredinis_61533,700121919,ERR911977,166,815043,67,215442,47,1
Alistipes_putredinis_61533,700121919,ERR911990,207,807024,39,213242,70,0
Alistipes_putredinis_61533,700121919,ERR912170,154,827220,62,218507,41,1
Alistipes_putredinis_61533,700122408,700124561,160,771839,24,204368,66,1
Alistipes_putredinis_61533,700122408,700161342,162,787896,30,208656,51,1
Alistipes_putredinis_61533,700122408,ERR911954,149,778058,45,205853,34,1
Alistipes_putredinis_61533,700122408,ERR911956,132,758643,33,201262,46,2
Alistipes_putredinis_61533,700122408,ERR911960,51,887393,6,234858,12,0
Alistipes_putredinis_61533,700122408,ERR911963,74,884717,9,233990,29,0
Alistipes_putredinis_61533,700122408,ERR911966,127,812519,33,215274,44,0
Alistipes_putredinis_61533,700122408,ERR911970,164,772299,23,204341,74,1
Alistipes_putredinis_61533,700122408,ERR911988,55,891292,8,235758,13,0
Alistipes_putredinis_61533,700122408,ERR911995,130,773667,33,204469,37,0
Alistipes_putredinis_61533,700122408,ERR911996,114,819179,10,216965,51,0
Alistipes_putredinis_61533,700122408,ERR911999,143,814507,37,215641,39,0
Alistipes_putredinis_61533,700122408,ERR912000,138,833479,32,220574,31,0
Alistipes_putredinis_61533,700122408,ERR912007,155,777371,31,205589,46,0
Alistipes_putredinis_61533,700122408,ERR912009,153,747673,48,198275,45,1
Alistipes_putredinis_61533,700122408,ERR912013,140,778300,33,205925,45,0
Alistipes_putredinis_61533,700122408,ERR912026,122,817927,15,216179,74,0
Alistipes_putredinis_61533,700122408,ERR912033,132,825518,27,218260,26,0
Alistipes_putredinis_61533,700122408,ERR912041,71,844534,11,223338,30,0
Alistipes_putredinis_61533,700122408,ERR912048,132,826586,29,218667,40,0
Alistipes_putredinis_61533,700122408,ERR912062,121,841535,22,222800,19,0
Alistipes_putredinis_61533,700122408,ERR912063,77,868350,14,229617,17,0
Alistipes_putredinis_61533,700122408,ERR912064,63,891513,9,235755,11,0
Alistipes_putredinis_61533,700122408,ERR912071,76,892080,14,235997,24,1
Alistipes_putredinis_61533,700122408,ERR912072,148,811718,31,214835,35,0
Alistipes_putredinis_61533,700122408,ERR912086,66,893793,11,236592,24,0
Alistipes_putredinis_61533,700122408,ERR912096,180,774133,37,205205,58,1
Alistipes_putredinis_61533,700122408,ERR912100,150,819081,28,216771,32,0
Alistipes_putredinis_61533,700122408,ERR912103,112,819985,27,217088,35,0
Alistipes_putredinis_61533,700122408,ERR912111,122,790698,25,209296,37,1
Alistipes_putredinis_61533,700122408,ERR912124,148,799403,39,211698,39,1
Alistipes_putredinis_61533,700122408,ERR912144,98,861369,30,227868,23,0
Alistipes_putredinis_61533,700122408,ERR912152,125,887777,22,234840,55,0
Alistipes_putredinis_61533,700122408,ERR912159,93,873840,6,230905,18,0
Alistipes_putredinis_61533,700122408,ERR912175,106,856326,16,226498,27,0
Alistipes_putredinis_61533,700122408,SRR413582,73,843445,16,222072,25,0
Alistipes_putredinis_61533,700122408,SRR413603,144,786971,29,208260,41,1
Alistipes_putredinis_61533,700122408,SRR413629,141,802630,33,212423,40,1
Alistipes_putredinis_61533,700122408,SRR413653,156,780195,38,206439,52,1
Alistipes_putredinis_61533,700122408,mickey3-11-30-0_,77,886226,14,234382,25,1
Alistipes_putredinis_61533,700122860,700165407,134,794961,42,210541,47,0
Alistipes_putredinis_61533,700122860,ERR912082,136,780849,31,206467,52,1
Alistipes_putredinis_61533,700124429,700124561,157,770136,28,203811,75,2
Alistipes_putredinis_61533,700124429,700161342,97,851265,9,225162,36,0
Alistipes_putredinis_61533,700124429,ERR911954,92,830160,16,219450,42,1
Alistipes_putredinis_61533,700124429,ERR911970,153,766241,26,202654,62,1
Alistipes_putredinis_61533,700124429,ERR911995,123,757774,34,200329,46,1
Alistipes_putredinis_61533,700124429,ERR911999,128,809954,21,214149,44,1
Alistipes_putredinis_61533,700124429,ERR912000,114,822775,14,217565,34,1
Alistipes_putredinis_61533,700124429,ERR912007,126,768933,20,203105,39,1
Alistipes_putredinis_61533,700124429,ERR912009,122,737046,21,195106,31,1
Alistipes_putredinis_61533,700124429,ERR912013,142,780428,32,206477,46,1
Alistipes_putredinis_61533,700124429,ERR912033,131,789620,19,208870,58,1
Alistipes_putredinis_61533,700124429,ERR912048,116,810154,14,214198,35,1
Alistipes_putredinis_61533,700124429,ERR912072,144,797342,26,210868,39,1
Alistipes_putredinis_61533,700124429,ERR912086,147,746064,25,197480,54,1
Alistipes_putredinis_61533,700124429,ERR912096,100,825351,7,218248,38,1
Alistipes_putredinis_61533,700124429,ERR912100,126,812082,21,214767,36,1
Alistipes_putredinis_61533,700124429,ERR912103,122,809894,22,214394,45,1
Alistipes_putredinis_61533,700124429,ERR912111,101,782264,19,207001,28,0
Alistipes_putredinis_61533,700124429,ERR912124,74,860499,8,227621,27,0
Alistipes_putredinis_61533,700124429,SRR413603,87,843933,11,222958,21,0
Alistipes_putredinis_61533,700124429,SRR413629,76,865091,13,228853,19,0
Alistipes_putredinis_61533,700124429,SRR413653,83,852096,16,225395,31,0
Alistipes_putredinis_61533,700124561,700161342,148,826550,16,218570,52,2
Alistipes_putredinis_61533,700124561,ERR911954,130,800462,17,211757,47,1
Alistipes_putredinis_61533,700124561,ERR911956,129,791252,18,209691,50,0
Alistipes_putredinis_61533,700124561,ERR911960,167,773537,29,204815,74,1
Alistipes_putredinis_61533,700124561,ERR911966,182,811596,33,214823,80,1
Alistipes_putredinis_61533,700124561,ERR911970,160,804722,24,212626,64,1
Alistipes_putredinis_61533,700124561,ERR911988,175,779473,30,206192,69,1
Alistipes_putredinis_61533,700124561,ERR911995,145,794733,41,210169,61,0
Alistipes_putredinis_61533,700124561,ERR911999,130,839330,27,221980,47,1
Alistipes_putredinis_61533,700124561,ERR912000,140,863430,27,228288,51,1
Alistipes_putredinis_61533,700124561,ERR912007,140,797909,29,210828,36,1
Alistipes_putredinis_61533,700124561,ERR912009,153,777067,41,205808,80,2
Alistipes_putredinis_61533,700124561,ERR912013,196,823286,40,217729,70,1
Alistipes_putredinis_61533,700124561,ERR912033,133,839552,25,222010,51,0
Alistipes_putredinis_61533,700124561,ERR912041,149,735629,23,194619,66,1
Alistipes_putredinis_61533,700124561,ERR912048,130,849953,25,224881,42,1
Alistipes_putredinis_61533,700124561,ERR912064,163,770886,22,203982,75,1
Alistipes_putredinis_61533,700124561,ERR912071,183,761255,14,201502,89,2
Alistipes_putredinis_61533,700124561,ERR912072,175,829620,36,219606,48,1
Alistipes_putredinis_61533,700124561,ERR912086,187,780465,23,206575,88,1
Alistipes_putredinis_61533,700124561,ERR912096,162,806335,18,213293,63,2
Alistipes_putredinis_61533,700124561,ERR912100,153,853668,32,225826,56,1
Alistipes_putredinis_61533,700124561,ERR912103,139,842049,17,222944,80,1
Alistipes_putredinis_61533,700124561,ERR912111,120,817902,24,216496,45,0
Alistipes_putredinis_61533,700124561,ERR912124,128,818106,19,216512,45,2
Alistipes_putredinis_61533,700124561,ERR912159,201,752306,17,198884,92,1
Alistipes_putredinis_61533,700124561,SRR413603,121,809391,13,213962,56,2
Alistipes_putredinis_61533,700124561,SRR413629,116,827022,15,218834,62,2
Alistipes_putredinis_61533,700124561,SRR413653,104,802012,13,212119,39,2
Alistipes_putredinis_61533,700124561,mickey3-11-30-0_,157,760876,22,201536,56,0
Alistipes_putredinis_61533,700161219,ERR912021,161,834746,40,220818,32,0
Alistipes_putredinis_61533,700161342,ERR911954,94,898264,13,237580,37,1
Alistipes_putredinis_61533,700161342,ERR911956,117,797958,12,211383,41,3
Alistipes_putredinis_61533,700161342,ERR911960,147,771583,16,204215,61,1
Alistipes_putredinis_61533,700161342,ERR911963,171,770812,26,203946,69,1
Alistipes_putredinis_61533,700161342,ERR911966,151,805979,28,213346,52,1
Alistipes_putredinis_61533,700161342,ERR911970,148,811940,21,214592,63,1
Alistipes_putredinis_61533,700161342,ERR911988,161,782037,28,206899,58,1
Alistipes_putredinis_61533,700161342,ERR911995,129,797970,32,210923,41,1
Alistipes_putredinis_61533,700161342,ERR911999,112,860592,17,227590,40,1
Alistipes_putredinis_61533,700161342,ERR912000,108,879356,7,232596,39,1
Alistipes_putredinis_61533,700161342,ERR912007,123,821609,17,217177,27,1
Alistipes_putredinis_61533,700161342,ERR912009,112,783372,29,207362,28,2
Alistipes_putredinis_61533,700161342,ERR912013,207,840675,32,222277,54,1
Alistipes_putredinis_61533,700161342,ERR912033,137,851925,27,225196,44,1
Alistipes_putredinis_61533,700161342,ERR912041,167,748666,28,198149,61,0
Alistipes_putredinis_61533,700161342,ERR912048,107,864806,27,228627,26,1
Alistipes_putredinis_61533,700161342,ERR912063,168,753294,32,199349,55,1
Alistipes_putredinis_61533,700161342,ERR912064,158,785106,31,207711,55,1
Alistipes_putredinis_61533,700161342,ERR912071,194,765960,16,202773,74,2
Alistipes_putredinis_61533,700161342,ERR912072,148,852516,25,225317,37,1
Alistipes_putredinis_61533,700161342,ERR912086,183,790910,30,209293,72,1
Alistipes_putredinis_61533,700161342,ERR912096,100,884930,8,233984,23,0
Alistipes_putredinis_61533,700161342,ERR912100,137,865455,29,228871,38,1
Alistipes_putredinis_61533,700161342,ERR912103,141,863424,28,228357,66,1
Alistipes_putredinis_61533,700161342,ERR912111,105,832306,3,220287,39,0
Alistipes_putredinis_61533,700161342,ERR912124,51,914609,4,241900,13,0
Alistipes_putredinis_61533,700161342,ERR912144,170,738539,27,195516,61,1
Alistipes_putredinis_61533,700161342,ERR912152,205,772342,26,204316,74,1
Alistipes_putredinis_61533,700161342,ERR912159,189,744948,13,196785,69,1
Alistipes_putredinis_61533,700161342,ERR912175,170,735487,18,194654,71,1
Alistipes_putredinis_61533,700161342,SRR413603,53,902554,7,238439,13,0
Alistipes_putredinis_61533,700161342,SRR413629,53,918931,9,243060,13,0
Alistipes_putredinis_61533,700161342,SRR413653,63,904311,13,239074,19,0
Alistipes_putredinis_61533,700161342,mickey3-11-30-0_,141,758781,13,200910,40,1
Alistipes_putredinis_61533,700161533,700165224,188,776246,51,205165,61,0
Alistipes_putredinis_61533,700161872,700161967,81,788152,18,207976,21,0
Alistipes_putredinis_61533,700161872,700163628,104,846331,18,223220,38,0
Alistipes_putredinis_61533,700161872,ERR912002,105,816204,25,215588,35,0
Alistipes_putredinis_61533,700161872,ERR912166,148,794300,19,209437,38,0
Alistipes_putredinis_61533,700161967,700163628,128,773469,14,203845,29,0
Alistipes_putredinis_61533,700161967,ERR912002,103,761074,22,200750,40,0
Alistipes_putredinis_61533,700163628,ERR912002,108,796722,21,210182,25,0
Alistipes_putredinis_61533,700163628,ERR912166,172,774433,25,203935,64,0
Alistipes_putredinis_61533,700165407,ERR912082,155,771997,24,204701,66,0
Alistipes_putredinis_61533,700165455,ERR911962,168,741282,23,196126,60,0
Alistipes_putredinis_61533,700165455,ERR912012,180,761938,16,201508,68,0
