index,sample_1,sample_2,identical_fraction,num_blocks,num_identical_blocks
12323,GCF_013368705.1,GCF_019129355.1,0.0,456,0
12324,GCF_013368705.1,GCF_019129475.1,0.015384615384615385,455,7
12325,GCF_013368705.1,GCF_019129485.1,0.015384615384615385,455,7
12326,GCF_013368705.1,GCF_019129515.1,0.017582417582417582,455,8
12327,GCF_013368705.1,GCF_019129535.1,0.017582417582417582,455,8
12328,GCF_013368705.1,GCF_019129555.1,0.015384615384615385,455,7
12329,GCF_013368705.1,GCF_019129575.1,0.015384615384615385,455,7
12330,GCF_013368705.1,GCF_019129595.1,0.015384615384615385,455,7
12331,GCF_013368705.1,GCF_019129605.1,0.017582417582417582,455,8
12332,GCF_013368705.1,GCF_019129635.1,0.015384615384615385,455,7
12333,GCF_013368705.1,GCF_019129675.1,0.01978021978021978,455,9
12334,GCF_013368705.1,GCF_019129775.1,0.017582417582417582,455,8
12335,GCF_013368705.1,GCF_019131875.1,0.05496828752642706,473,26
12336,GCF_013368705.1,GCF_020091465.1,0.03837953091684435,469,18
12337,GCF_013368705.1,GCF_020538405.1,0.05321507760532151,451,24
12338,GCF_013368705.1,GCF_020558905.1,0.02813852813852814,462,13
12339,GCF_013368705.1,GCF_020559185.1,0.03260869565217391,460,15
12340,GCF_013368705.1,GCF_020560185.1,0.5687885010266941,487,277
12341,GCF_013368705.1,GCF_020560775.1,0.05790645879732739,449,26
12342,GCF_013368705.1,GCF_020560835.1,0.060133630289532294,449,27
12343,GCF_013368705.1,GCF_020563555.1,0.04656319290465632,451,21
12344,GCF_013368705.1,GCF_020827875.1,0.028761061946902654,452,13
12345,GCF_013368705.1,GCF_020885715.1,0.006756756756756757,444,3
12346,GCF_013368705.1,GCF_020885775.1,0.0022471910112359553,445,1
12347,GCF_013368705.1,GCF_020885855.1,0.0022471910112359553,445,1
12348,GCF_013368705.1,GCF_021406445.1,0.008676789587852495,461,4
12349,GCF_013368705.1,GCF_021410085.1,0.05856832971800434,461,27
12350,GCF_013368705.1,GCF_021410115.1,0.019067796610169493,472,9
12351,GCF_013368705.1,GCF_021410225.1,0.25308641975308643,486,123
12352,GCF_013368705.1,GCF_021410585.1,0.032188841201716736,466,15
12353,GCF_013368705.1,GCF_021410705.1,0.01956521739130435,460,9
12354,GCF_013368705.1,GCF_021411025.1,0.013071895424836602,459,6
12355,GCF_013368705.1,GCF_021412685.1,0.23430962343096234,478,112
12356,GCF_013368705.1,GCF_021531335.1,0.01079913606911447,463,5
12357,GCF_013368705.1,GCF_021891035.1,0.021929824561403508,456,10
12358,GCF_013368705.1,GCF_021891045.1,0.010775862068965518,464,5
12359,GCF_013368705.1,GCF_021891195.1,0.02247191011235955,445,10
12360,GCF_013368705.1,GCF_021891215.1,0.011061946902654867,452,5
12361,GCF_013368705.1,GCF_021891245.1,0.24947589098532494,477,119
12362,GCF_013368705.1,GCF_021891295.1,0.14767932489451477,474,70
12363,GCF_013368705.1,GCF_021891395.1,0.01910828025477707,471,9
12364,GCF_013368705.1,GCF_022135705.1,0.04585152838427948,458,21
12365,GCF_013368705.1,GCF_022135865.1,0.04148471615720524,458,19
12366,GCF_013368705.1,GCF_022135985.1,0.17154811715481172,478,82
12367,GCF_013368705.1,GCF_023668145.1,0.017167381974248927,466,8
12368,GCF_013368705.1,GCF_023668185.1,0.019271948608137045,467,9
12369,GCF_013368705.1,GCF_023668565.1,0.019438444924406047,463,9
12370,GCF_013368705.1,GCF_023668585.1,0.023758099352051837,463,11
12371,GCF_013368705.1,GCF_023668665.1,0.02159827213822894,463,10
12372,GCF_013368705.1,GCF_023668715.1,0.02591792656587473,463,12
12373,GCF_013368705.1,GCF_023668875.1,0.017167381974248927,466,8
12374,GCF_013368705.1,GCF_023669045.1,0.019313304721030045,466,9
12375,GCF_013368705.1,GCF_023669145.1,0.017130620985010708,467,8
12376,GCF_013368705.1,GCF_023669285.1,0.017130620985010708,467,8
12377,GCF_013368705.1,GCF_023669385.1,0.028077753779697623,463,13
12378,GCF_013368705.1,GCF_023669405.1,0.023758099352051837,463,11
12379,GCF_013368705.1,GCF_023669435.1,0.023758099352051837,463,11
12380,GCF_013368705.1,GCF_024022975.1,0.02813852813852814,462,13
12381,GCF_013368705.1,GCF_024047355.1,0.27720739219712526,487,135
12382,GCF_013368705.1,GCF_024047375.1,0.61,500,305
12383,GCF_013368705.1,GCF_024461205.1,0.7679671457905544,487,374
12384,GCF_013368705.1,GCF_024461385.1,0.7823408624229979,487,381
12385,GCF_013368705.1,GCF_024463175.1,0.03463203463203463,462,16
12386,GCF_013368705.1,GCF_024464715.1,0.06430155210643015,451,29
12387,GCF_013368705.1,GCF_024758205.1,0.07017543859649122,456,32
12388,GCF_013368705.1,GCF_024759565.1,0.05263157894736842,456,24
12389,GCF_013368705.1,GCF_024789245.1,0.05054945054945055,455,23
12390,GCF_013368705.1,GCF_024790525.1,0.17916666666666667,480,86
12391,GCF_013368705.1,GCF_024791385.1,0.0782608695652174,460,36
12392,GCF_013368705.1,GCF_024792655.1,0.03017241379310345,464,14
12393,GCF_013368705.1,GCF_027660715.1,0.013157894736842105,456,6
12394,GCF_013368705.1,GCF_027671015.1,0.00881057268722467,454,4
12395,GCF_013368705.1,GCF_027683305.1,0.2753623188405797,483,133
12396,GCF_013368705.1,GCF_027686305.1,0.008791208791208791,455,4
12397,GCF_013368705.1,GCF_027686505.1,0.006578947368421052,456,3
12398,GCF_013368705.1,GCF_027687565.1,0.06304347826086956,460,29
12399,GCF_013368705.1,GCF_028199355.1,0.2777777777777778,486,135
12400,GCF_013368705.1,GCF_028199365.1,0.03131991051454139,447,14
12401,GCF_013368705.1,GCF_028199395.1,0.07478632478632478,468,35
12402,GCF_013368705.1,GCF_028199435.1,0.07922912205567452,467,37
12403,GCF_013368705.1,GCF_028199455.1,0.05043859649122807,456,23
12404,GCF_013368705.1,GCF_028199465.1,0.19375,480,93
12405,GCF_013368705.1,GCF_028199485.1,0.03017241379310345,464,14
12406,GCF_013368705.1,GCF_028199505.1,0.008928571428571428,448,4
12407,GCF_013368705.1,GCF_028199515.1,0.18448637316561844,477,88
12408,GCF_013368705.1,GCF_028199555.1,0.0,455,0
12409,GCF_013368705.1,GCF_028199575.1,0.015418502202643172,454,7
12410,GCF_013368705.1,GCF_028199595.1,0.032327586206896554,464,15
12411,GCF_013368705.1,GCF_028199605.1,0.013215859030837005,454,6
12412,GCF_013368705.1,GCF_028199635.1,0.19875776397515527,483,96
12413,GCF_013368705.1,GCF_028199655.1,0.032327586206896554,464,15
12414,GCF_013368705.1,GCF_028199675.1,0.19624217118997914,479,94
12415,GCF_013368705.1,GCF_028199695.1,0.07741935483870968,465,36
12416,GCF_013368705.1,GCF_028199715.1,0.03017241379310345,464,14
12417,GCF_013368705.1,GCF_028199725.1,0.015250544662309368,459,7
12418,GCF_013368705.1,GCF_028199755.1,0.013215859030837005,454,6
12419,GCF_013368705.1,GCF_028199775.1,0.030107526881720432,465,14
12420,GCF_013368705.1,GCF_028199785.1,0.017429193899782137,459,8
12421,GCF_013368705.1,GCF_028199815.1,0.030107526881720432,465,14
12422,GCF_013368705.1,GCF_028199835.1,0.02178649237472767,459,10
12423,GCF_013368705.1,GCF_028199855.1,0.017467248908296942,458,8
12424,GCF_013368705.1,GCF_028199875.1,0.017467248908296942,458,8
12425,GCF_013368705.1,GCF_028199885.1,0.03017241379310345,464,14
12426,GCF_013368705.1,GCF_028199915.1,0.017467248908296942,458,8
12427,GCF_013368705.1,GCF_028199925.1,0.017467248908296942,458,8
12428,GCF_013368705.1,GCF_028199955.1,0.015283842794759825,458,7
12429,GCF_013368705.1,GCF_028199975.1,0.017467248908296942,458,8
12430,GCF_013368705.1,GCF_028199985.1,0.046052631578947366,456,21
12431,GCF_013368705.1,GCF_028199995.1,0.02178649237472767,459,10
12432,GCF_013368705.1,GCF_028200035.1,0.023965141612200435,459,11
12433,GCF_013368705.1,GCF_028200075.1,0.017467248908296942,458,8
12434,GCF_013368705.1,GCF_028200095.1,0.03017241379310345,464,14
12435,GCF_013368705.1,GCF_028200115.1,0.015283842794759825,458,7
12436,GCF_013368705.1,GCF_028200155.1,0.26954732510288065,486,131
12437,GCF_013368705.1,GCF_028200165.1,0.2716049382716049,486,132
12438,GCF_013368705.1,GCF_028200195.1,0.0835117773019272,467,39
12439,GCF_013368705.1,GCF_028200215.1,0.08137044967880086,467,38
12440,GCF_013368705.1,GCF_028200225.1,0.07478632478632478,468,35
12441,GCF_013368705.1,GCF_028200255.1,0.08779443254817987,467,41
12442,GCF_013368705.1,GCF_028200275.1,0.013215859030837005,454,6
12443,GCF_013368705.1,GCF_028200295.1,0.029082774049217,447,13
12444,GCF_013368705.1,GCF_028200305.1,0.05043859649122807,456,23
12445,GCF_013368705.1,GCF_028200325.1,0.03139013452914798,446,14
12446,GCF_013368705.1,GCF_028200355.1,0.015418502202643172,454,7
12447,GCF_013368705.1,GCF_028200395.1,0.2028985507246377,483,98
12448,GCF_013368705.1,GCF_028200405.1,0.05482456140350877,456,25
12449,GCF_013368705.1,GCF_028200455.1,0.046052631578947366,456,21
12450,GCF_013368705.1,GCF_028200475.1,0.046052631578947366,456,21
12451,GCF_013368705.1,GCF_028200495.1,0.046052631578947366,456,21
12452,GCF_013368705.1,GCF_028200515.1,0.04824561403508772,456,22
12453,GCF_013368705.1,GCF_028200525.1,0.05701754385964912,456,26
12454,GCF_013368705.1,GCF_028200555.1,0.06140350877192982,456,28
12455,GCF_013368705.1,GCF_028200575.1,0.05263157894736842,456,24
12456,GCF_013368705.1,GCF_028200745.1,0.05701754385964912,456,26
12457,GCF_013368705.1,GCF_028200765.1,0.024229074889867842,454,11
12458,GCF_013368705.1,GCF_028200835.1,0.04824561403508772,456,22
12459,GCF_013368705.1,GCF_028200845.1,0.05263157894736842,456,24
12460,GCF_013368705.1,GCF_028200875.1,0.010683760683760684,468,5
12461,GCF_013368705.1,GCF_028200895.1,0.046153846153846156,455,21
12462,GCF_013368705.1,GCF_028200905.1,0.226890756302521,476,108
12463,GCF_013368705.1,GCF_028200935.1,0.01263157894736842,475,6
12464,GCF_013368705.1,GCF_028200955.1,0.014957264957264958,468,7
12465,GCF_013368705.1,GCF_028200965.1,0.18840579710144928,483,91
12466,GCF_013368705.1,GCF_028200975.1,0.019823788546255508,454,9
12467,GCF_013368705.1,GCF_028201015.1,0.010683760683760684,468,5
12468,GCF_013368705.1,GCF_028201035.1,0.017429193899782137,459,8
12469,GCF_013368705.1,GCF_028201045.1,0.014736842105263158,475,7
12470,GCF_013368705.1,GCF_028201095.1,0.1518987341772152,474,72
12471,GCF_013368705.1,GCF_028201115.1,0.14767932489451477,474,70
12472,GCF_013368705.1,GCF_028201135.1,0.2567287784679089,483,124
12473,GCF_013368705.1,GCF_028201145.1,0.03547671840354767,451,16
12474,GCF_013368705.1,GCF_028201155.1,0.2650103519668737,483,128
12475,GCF_013368705.1,GCF_028201165.1,0.1869747899159664,476,89
12476,GCF_013368705.1,GCF_028201215.1,0.2691511387163561,483,130
12477,GCF_013368705.1,GCF_028201235.1,0.2375,480,114
12478,GCF_013368705.1,GCF_028201255.1,0.0467706013363029,449,21
12479,GCF_013368705.1,GCF_028201265.1,0.19624217118997914,479,94
12480,GCF_013368705.1,GCF_028201295.1,0.15578947368421053,475,74
12481,GCF_013368705.1,GCF_028201315.1,0.017167381974248927,466,8
12482,GCF_013368705.1,GCF_028201355.1,0.015384615384615385,455,7
12483,GCF_013368705.1,GCF_028201375.1,0.01978021978021978,455,9
12484,GCF_013368705.1,GCF_028394625.1,0.015151515151515152,462,7
12485,GCF_013368705.1,GCF_028394645.1,0.017278617710583154,463,8
12486,GCF_013368705.1,GCF_028394655.1,0.015151515151515152,462,7
12487,GCF_013368705.1,GCF_028394725.1,0.017316017316017316,462,8
12488,GCF_013368705.1,GCF_028394795.1,0.0262582056892779,457,12
12489,GCF_013368705.1,GCF_028394825.1,0.013015184381778741,461,6
12490,GCF_013368705.1,GCF_028394835.1,0.022172949002217297,451,10
12491,GCF_013368705.1,GCF_028394965.1,0.01098901098901099,455,5
12492,GCF_013368705.1,GCF_028394975.1,0.017582417582417582,455,8
12493,GCF_013368705.1,GCF_028395025.1,0.015418502202643172,454,7
12494,GCF_013368705.1,GCF_028395045.1,0.013186813186813187,455,6
12495,GCF_013368705.1,GCF_028395165.1,0.010570824524312896,473,5
12496,GCF_013368705.1,GCF_028395175.1,0.018947368421052633,475,9
12497,GCF_013368705.1,GCF_028395205.1,0.014767932489451477,474,7
12498,GCF_013368705.1,GCF_028395215.1,0.016842105263157894,475,8
12499,GCF_013368705.1,GCF_028395235.1,0.02736842105263158,475,13
12500,GCF_013368705.1,GCF_028395285.1,0.023157894736842106,475,11
12501,GCF_013368705.1,GCF_028395295.1,0.010683760683760684,468,5
12502,GCF_013368705.1,GCF_028395405.1,0.01282051282051282,468,6
12503,GCF_013368705.1,GCF_028395425.1,0.010683760683760684,468,5
12504,GCF_013368705.1,GCF_028395455.1,0.01282051282051282,468,6
12505,GCF_013368705.1,GCF_028395505.1,0.010683760683760684,468,5
12506,GCF_013368705.1,GCF_028395525.1,0.01282051282051282,468,6
12507,GCF_013368705.1,GCF_028395605.1,0.010683760683760684,468,5
12508,GCF_013368705.1,GCF_028395635.1,0.01282051282051282,468,6
12509,GCF_013368705.1,GCF_028395655.1,0.05387931034482758,464,25
12510,GCF_013368705.1,GCF_028395705.1,0.04956896551724138,464,23
12511,GCF_013368705.1,GCF_028395745.1,0.032327586206896554,464,15
12512,GCF_013368705.1,GCF_028395765.1,0.03017241379310345,464,14
12513,GCF_013368705.1,GCF_028395805.1,0.03023758099352052,463,14
12514,GCF_013368705.1,GCF_028395835.1,0.034408602150537634,465,16
12515,GCF_013368705.1,GCF_028395935.1,0.02914798206278027,446,13
12516,GCF_013368705.1,GCF_028395955.1,0.18556701030927836,485,90
12517,GCF_013368705.1,GCF_028396005.1,0.18350515463917524,485,89
12518,GCF_013368705.1,GCF_028396015.1,0.0455531453362256,461,21
12519,GCF_013368705.1,GCF_028396085.1,0.015021459227467811,466,7
12520,GCF_013368705.1,GCF_028396095.1,0.01072961373390558,466,5
12521,GCF_013368705.1,GCF_028396185.1,0.017204301075268817,465,8
12522,GCF_013368705.1,GCF_028396205.1,0.5777777777777777,495,286
12523,GCF_013368705.1,GCF_028396215.1,0.01978021978021978,455,9
12524,GCF_013368705.1,GCF_028396285.1,0.5766129032258065,496,286
12525,GCF_013368705.1,GCF_028538915.1,0.2674897119341564,486,130
12526,GCF_013368705.1,GCF_029076805.1,0.0367965367965368,462,17
12527,GCF_013368705.1,GCF_030541685.1,0.013157894736842105,456,6
12528,GCF_013368705.1,GCF_030546205.1,0.013157894736842105,456,6
12529,GCF_013368705.1,GCF_036419465.1,0.032467532467532464,462,15
12530,GCF_013368705.1,GCF_039734225.1,0.01312910284463895,457,6
12531,GCF_013368705.1,GCF_039760255.1,0.23949579831932774,476,114
12532,GCF_013368705.1,GCF_039760295.1,0.6525252525252525,495,323
12533,GCF_013368705.1,GCF_039760315.1,0.6666666666666666,495,330
12534,GCF_013368705.1,GCF_039760335.1,0.6585858585858586,495,326
12535,GCF_013368705.1,GCF_039760355.1,0.013100436681222707,458,6
12536,GCF_013368705.1,GCF_039760375.1,0.015283842794759825,458,7
12537,GCF_013368705.1,GCF_039760395.1,0.015250544662309368,459,7
12538,GCF_013368705.1,GCF_039760415.1,0.015283842794759825,458,7
12539,GCF_013368705.1,GCF_039760425.1,0.01948051948051948,462,9
12540,GCF_013368705.1,GCF_039760475.1,0.017467248908296942,458,8
12541,GCF_013368705.1,GCF_040094775.1,0.0367965367965368,462,17
12542,GCF_013368705.1,GCF_040095755.1,0.5041152263374485,486,245
12543,GCF_013368705.1,GCF_040095815.1,0.02850877192982456,456,13
12544,GCF_013368705.1,GCF_040097405.1,0.4769874476987448,478,228
12545,GCF_013368705.1,GCF_040097525.1,0.33814432989690724,485,164
12546,GCF_013368705.1,GCF_040098345.1,0.766260162601626,492,377
12547,GCF_013368705.1,GCF_040911805.1,0.06739130434782609,460,31
12548,GCF_013368705.1,GCF_040911865.1,0.0668103448275862,464,31
12549,GCF_013368705.1,GCF_040911905.1,0.0700218818380744,457,32
12550,GCF_013368705.1,GCF_040911985.1,0.04051172707889126,469,19
12551,GCF_013368705.1,GCF_040912125.1,0.3822314049586777,484,185
12552,GCF_013368705.1,GCF_040918105.1,0.057777777777777775,450,26
12553,GCF_013368705.1,GCF_040918145.1,0.0556792873051225,449,25
12554,GCF_013368705.1,GCF_040918225.1,0.04824561403508772,456,22
12555,GCF_013368705.1,GCF_040918305.1,0.002257336343115124,443,1
12556,GCF_013368705.1,GCF_040918325.1,0.05592841163310962,447,25
12557,GCF_013368705.1,GCF_040918345.1,0.06263982102908278,447,28
12558,GCF_013368705.1,GCF_040918365.1,0.002257336343115124,443,1
12559,GCF_013368705.1,GCF_040921925.1,0.01978021978021978,455,9
12560,GCF_013368705.1,GCF_040921935.1,0.01312910284463895,457,6
12561,GCF_013368705.1,GCF_040921965.1,0.051111111111111114,450,23
12562,GCF_013368705.1,GCF_040922005.1,0.057649667405764965,451,26
12563,GCF_013368705.1,GCF_040922025.1,0.01735357917570499,461,8
12564,GCF_013368705.1,GCF_040922045.1,0.01735357917570499,461,8
12565,GCF_013368705.1,GCF_040922065.1,0.013043478260869565,460,6
12566,GCF_013368705.1,GCF_040928345.1,0.21030927835051547,485,102
12567,GCF_013368705.1,GCF_040928365.1,0.19958847736625515,486,97
12568,GCF_013368705.1,GCF_040928465.1,0.035164835164835165,455,16
12569,GCF_013368705.1,GCF_040928505.1,0.035398230088495575,452,16
12570,GCF_013368705.1,GCF_046861415.1,0.06595744680851064,470,31
12571,GCF_013368705.1,GCF_047307265.1,0.017582417582417582,455,8
12572,GCF_013368705.1,GCF_047307325.1,0.015384615384615385,455,7
12573,GCF_013368705.1,GCF_047307425.1,0.02591792656587473,463,12
12574,GCF_013368705.1,GCF_047307725.1,0.059957173447537475,467,28
12575,GCF_013368705.1,GCF_047307865.1,0.006607929515418502,454,3
12576,GCF_013368705.1,GCF_047307925.1,0.01098901098901099,455,5
12577,GCF_013368705.1,GCF_047308005.1,0.017738359201773836,451,8
12578,GCF_013368705.1,GCF_047308905.1,0.017582417582417582,455,8
12579,GCF_013368705.1,GCF_047309325.1,0.27593360995850624,482,133
12580,GCF_013368705.1,GCF_047309505.1,0.028446389496717725,457,13
12581,GCF_013368705.1,GCF_047310225.1,0.18762886597938144,485,91
12582,GCF_013368705.1,GCF_047310325.1,0.019693654266958426,457,9
12583,GCF_013368705.1,GCF_047311065.1,0.20374220374220375,481,98
12584,GCF_013368705.1,GCF_047311225.1,0.2890295358649789,474,137
12585,GCF_013368705.1,GCF_047638235.1,0.01956521739130435,460,9
12586,GCF_013368705.1,GCF_047777885.1,0.46484375,512,238
12587,GCF_013368705.1,GCF_047948285.1,0.050955414012738856,471,24
12588,GCF_013368705.1,GCF_048453055.1,0.4577603143418468,509,233
12589,GCF_013368705.1,GCF_048453085.1,0.017699115044247787,452,8
12590,GCF_013368705.1,GCF_051065055.1,0.026030368763557483,461,12
12591,GCF_013368705.1,GCF_900445545.1,0.05732484076433121,471,27
12592,GCF_013368705.1,GCF_964084965.1,0.05088495575221239,452,23
12593,GCF_013368705.1,GCF_964238155.1,0.1908713692946058,482,92
12594,GCF_013368705.1,GCF_964238335.1,0.2712215320910973,483,131
12595,GCF_013368705.1,GCF_964238845.1,0.2525879917184265,483,122
12596,GCF_013368705.1,GCF_964240005.1,0.02391304347826087,460,11
12597,GCF_013368705.1,GCF_964241015.1,0.17842323651452283,482,86
12598,GCF_013368705.1,GCF_964242805.1,0.01978021978021978,455,9
12599,GCF_013368705.1,GCF_964242985.1,0.01939655172413793,464,9
12600,GCF_013368705.1,GCF_964243165.1,0.04121475054229935,461,19
12601,GCF_013368705.1,GCF_964243285.1,0.039045553145336226,461,18
12602,GCF_013368705.1,GCF_964243735.1,0.1791044776119403,469,84
12603,GCF_013368705.1,GCF_964245055.1,0.01939655172413793,464,9
12604,GCF_013368705.1,GCF_964245225.1,0.01293103448275862,464,6
12605,GCF_013368705.1,GCF_964245285.1,0.015384615384615385,455,7
12606,GCF_013368705.1,GCF_964246425.1,0.36419753086419754,486,177
12607,GCF_013368705.1,GCF_964248235.1,0.015086206896551725,464,7
12608,GCF_013368705.1,GCF_964248265.1,0.017241379310344827,464,8
12609,GCF_013368705.1,GCF_964249005.1,0.18049792531120332,482,87
12610,GCF_013368705.1,GCF_964249125.1,0.017582417582417582,455,8
12611,GCF_013368705.1,GCF_964249975.1,0.006666666666666667,450,3
12612,GCF_013368705.1,GCF_964250055.1,0.013186813186813187,455,6
12613,GCF_013368705.1,GCF_964251225.1,0.017241379310344827,464,8
12614,GCF_013368705.1,GCF_964251715.1,0.36419753086419754,486,177
12615,GCF_013368705.1,GCF_964252045.1,0.015384615384615385,455,7
12616,GCF_013368705.1,GCF_964252195.1,0.28125,480,135
12617,GCF_013368705.1,GCF_964252495.1,0.015384615384615385,455,7
12618,GCF_015549725.1,GCF_015553265.1,0.015765765765765764,444,7
12619,GCF_015549725.1,GCF_015555055.1,0.12958963282937366,463,60
12620,GCF_015549725.1,GCF_015555645.1,0.01735357917570499,461,8
12621,GCF_015549725.1,GCF_015557505.1,0.026785714285714284,448,12
12622,GCF_015549725.1,GCF_015559705.1,0.0,443,0
12623,GCF_015549725.1,GCF_015559725.1,0.010964912280701754,456,5
12624,GCF_015549725.1,GCF_015561035.1,0.017937219730941704,446,8
12625,GCF_015549725.1,GCF_015667615.1,0.08779443254817987,467,41
12626,GCF_015549725.1,GCF_015667825.1,0.026726057906458798,449,12
12627,GCF_015549725.1,GCF_015668525.1,0.1299559471365639,454,59
12628,GCF_015549725.1,GCF_016766915.1,0.026804123711340205,485,13
12629,GCF_015549725.1,GCF_018289355.1,0.12418300653594772,459,57
12630,GCF_015549725.1,GCF_019041415.1,0.023965141612200435,459,11
12631,GCF_015549725.1,GCF_019041435.1,0.026143790849673203,459,12
12632,GCF_015549725.1,GCF_019041515.1,0.026143790849673203,459,12
12633,GCF_015549725.1,GCF_019041535.1,0.010822510822510822,462,5
12634,GCF_015549725.1,GCF_019041605.1,0.023965141612200435,459,11
12635,GCF_015549725.1,GCF_019041655.1,0.026143790849673203,459,12
12636,GCF_015549725.1,GCF_019041715.1,0.026143790849673203,459,12
12637,GCF_015549725.1,GCF_019041755.1,0.026143790849673203,459,12
12638,GCF_015549725.1,GCF_019041765.1,0.02178649237472767,459,10
12639,GCF_015549725.1,GCF_019041815.1,0.026143790849673203,459,12
12640,GCF_015549725.1,GCF_019041855.1,0.023965141612200435,459,11
12641,GCF_015549725.1,GCF_019042015.1,0.006622516556291391,453,3
12642,GCF_015549725.1,GCF_019042195.1,0.03547671840354767,451,16
12643,GCF_015549725.1,GCF_019127815.1,0.019867549668874173,453,9
12644,GCF_015549725.1,GCF_019127895.1,0.02207505518763797,453,10
12645,GCF_015549725.1,GCF_019128075.1,0.032467532467532464,462,15
12646,GCF_015549725.1,GCF_019128215.1,0.03225806451612903,465,15
12647,GCF_015549725.1,GCF_019128325.1,0.034408602150537634,465,16
12648,GCF_015549725.1,GCF_019128415.1,0.032467532467532464,462,15
12649,GCF_015549725.1,GCF_019128615.1,0.03225806451612903,465,15
12650,GCF_015549725.1,GCF_019128655.1,0.03655913978494624,465,17
12651,GCF_015549725.1,GCF_019128665.1,0.03225806451612903,465,15
12652,GCF_015549725.1,GCF_019128745.1,0.03655913978494624,465,17
12653,GCF_015549725.1,GCF_019128755.1,0.03870967741935484,465,18
12654,GCF_015549725.1,GCF_019128815.1,0.03870967741935484,465,18
12655,GCF_015549725.1,GCF_019129355.1,0.02252252252252252,444,10
12656,GCF_015549725.1,GCF_019129475.1,0.1471861471861472,462,68
12657,GCF_015549725.1,GCF_019129485.1,0.15151515151515152,462,70
12658,GCF_015549725.1,GCF_019129515.1,0.1475054229934924,461,68
12659,GCF_015549725.1,GCF_019129535.1,0.14316702819956617,461,66
12660,GCF_015549725.1,GCF_019129555.1,0.15367965367965367,462,71
12661,GCF_015549725.1,GCF_019129575.1,0.14502164502164502,462,67
12662,GCF_015549725.1,GCF_019129595.1,0.15367965367965367,462,71
12663,GCF_015549725.1,GCF_019129605.1,0.15584415584415584,462,72
12664,GCF_015549725.1,GCF_019129635.1,0.1471861471861472,462,68
12665,GCF_015549725.1,GCF_019129675.1,0.14533622559652928,461,67
12666,GCF_015549725.1,GCF_019129775.1,0.14502164502164502,462,67
12667,GCF_015549725.1,GCF_019131875.1,0.10869565217391304,460,50
12668,GCF_015549725.1,GCF_020091465.1,0.037199124726477024,457,17
12669,GCF_015549725.1,GCF_020538405.1,0.017977528089887642,445,8
12670,GCF_015549725.1,GCF_020558905.1,0.08078602620087336,458,37
12671,GCF_015549725.1,GCF_020559185.1,0.08991228070175439,456,41
12672,GCF_015549725.1,GCF_020560185.1,0.01735357917570499,461,8
12673,GCF_015549725.1,GCF_020560775.1,0.03644646924829157,439,16
12674,GCF_015549725.1,GCF_020560835.1,0.02733485193621868,439,12
12675,GCF_015549725.1,GCF_020563555.1,0.029748283752860413,437,13
12676,GCF_015549725.1,GCF_020827875.1,0.01583710407239819,442,7
12677,GCF_015549725.1,GCF_020885715.1,0.006944444444444444,432,3
12678,GCF_015549725.1,GCF_020885775.1,0.004640371229698376,431,2
12679,GCF_015549725.1,GCF_020885855.1,0.004640371229698376,431,2
12680,GCF_015549725.1,GCF_021406445.1,0.024719101123595506,445,11
12681,GCF_015549725.1,GCF_021410085.1,0.0447427293064877,447,20
12682,GCF_015549725.1,GCF_021410115.1,0.033112582781456956,453,15
12683,GCF_015549725.1,GCF_021410225.1,0.015350877192982455,456,7
12684,GCF_015549725.1,GCF_021410585.1,0.0367965367965368,462,17
12685,GCF_015549725.1,GCF_021410705.1,0.0044742729306487695,447,2
12686,GCF_015549725.1,GCF_021411025.1,0.03131991051454139,447,14
12687,GCF_015549725.1,GCF_021412685.1,0.010964912280701754,456,5
12688,GCF_015549725.1,GCF_021531335.1,0.19230769230769232,468,90
12689,GCF_015549725.1,GCF_021891035.1,0.11328976034858387,459,52
12690,GCF_015549725.1,GCF_021891045.1,0.013452914798206279,446,6
12691,GCF_015549725.1,GCF_021891195.1,0.027777777777777776,432,12
12692,GCF_015549725.1,GCF_021891215.1,0.0744920993227991,443,33
12693,GCF_015549725.1,GCF_021891245.1,0.0262582056892779,457,12
12694,GCF_015549725.1,GCF_021891295.1,0.03508771929824561,456,16
12695,GCF_015549725.1,GCF_021891395.1,0.06535947712418301,459,30
12696,GCF_015549725.1,GCF_022135705.1,0.03070175438596491,456,14
12697,GCF_015549725.1,GCF_022135865.1,0.03070175438596491,456,14
12698,GCF_015549725.1,GCF_022135985.1,0.01978021978021978,455,9
12699,GCF_015549725.1,GCF_023668145.1,0.33473684210526317,475,159
12700,GCF_015549725.1,GCF_023668185.1,0.3389473684210526,475,161
12701,GCF_015549725.1,GCF_023668565.1,0.08565310492505353,467,40
12702,GCF_015549725.1,GCF_023668585.1,0.0835117773019272,467,39
12703,GCF_015549725.1,GCF_023668665.1,0.07939914163090128,466,37
12704,GCF_015549725.1,GCF_023668715.1,0.07510729613733906,466,35
12705,GCF_015549725.1,GCF_023668875.1,0.3410526315789474,475,162
12706,GCF_015549725.1,GCF_023669045.1,0.3333333333333333,474,158
12707,GCF_015549725.1,GCF_023669145.1,0.3410526315789474,475,162
12708,GCF_015549725.1,GCF_023669285.1,0.32421052631578945,475,154
12709,GCF_015549725.1,GCF_023669385.1,0.08583690987124463,466,40
12710,GCF_015549725.1,GCF_023669405.1,0.07939914163090128,466,37
